Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
IDA total,IDA,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2240.198301,2224.930506,2213.739891,2178.778532,2142.8501,2168.028054,2214.226663,2243.070353,2262.39877,2282.262405,2318.871641,2359.516522,2416.14672,2478.398763,2584.479741,2685.64722,2789.836319,2891.695611,2969.970377,3043.522766,3147.639051,3223.980144,3292.550913,3404.124629,3525.632136,3611.420424,3683.851567,3766.914142,3858.569752,3930.185813,3817.844639,3896.630728,3978.844908
IDA blend,IDB,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3243.51364,3223.229687,3248.794971,3164.116465,3119.92982,3115.921061,3171.616194,3146.556829,3150.130389,3145.570541,3178.030158,3225.501153,3342.691571,3433.016078,3609.038428,3750.945359,3881.515849,3998.899491,4055.893943,4178.131451,4289.617924,4368.288505,4450.98892,4591.48302,4741.91469,4829.723064,4869.990689,4912.504905,5019.257037,5058.16837,4891.327152,5048.043802,5153.923533
Indonesia,IDN,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4519.722794,4742.62213,4965.13361,5200.022744,5500.552602,5856.211892,6212.671276,6401.215169,5474.59757,5435.755249,5621.262041,5744.493988,5921.077847,6121.666192,6348.294579,6625.614665,6899.851204,7242.018166,7578.205221,7828.809188,8212.634454,8610.528848,9015.800861,9402.107954,9759.025207,10121.84092,10519.29506,10941.92095,11397.4314,11857.78912,11515.68074,11859.43632,12409.75885
IDA only,IDX,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1748.658984,1732.864252,1701.142139,1693.400472,1660.825649,1701.169938,1741.704889,1798.588938,1825.377822,1857.65332,1895.180147,1930.812382,1955.559181,2004.480116,2074.821276,2155.812692,2247.662899,2342.439972,2432.184854,2479.536915,2579.475252,2654.593843,2716.676859,2814.59443,2922.824461,3009.943145,3102.500491,3210.010103,3296.657188,3388.020218,3304.289764,3344.860705,3416.632144
Isle of Man,IMN,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1819.021596,1800.010902,1859.714851,1908.578224,1994.943942,2103.727155,2218.824342,2264.795571,2359.892551,2521.576658,2571.149656,2646.878224,2699.178102,2861.574708,3037.063815,3225.54433,3432.819251,3642.00241,3701.395479,3937.237642,4213.362991,4374.232272,4551.862127,4780.120345,5071.047084,5411.875588,5789.678066,6112.06665,6436.153402,6617.129868,6172.042386,6677.18503,7112.039396
Not classified,INX,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26673.96127,27032.80576,27746.63601,28351.67667,29865.59134,32575.52635,34703.7877,38144.31624,41057.58987,44872.20134,48441.69812,50206.17244,52279.5646,52985.01832,55556.62371,57479.40545,58741.18743,60097.65717,56244.40815,52838.915,53436.21884,53885.11312,53587.67215,53932.38736,58266.58703,71845.43652,72293.21471,78168.96774,83746.14645,86984.98733,91791.44053,104671.8783,112445.421
"Iran, Islamic Rep.",IRN,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9442.248116,10239.68124,10331.3292,10114.03948,9904.10017,10006.93315,10503.59246,10495.13133,10547.83973,10589.98471,11026.10181,11098.44624,11878.86236,12785.93014,13126.58255,13328.95639,13780.72793,14689.56045,14525.76025,14473.83289,15099.46019,15302.20194,14541.84937,14113.45779,14538.52187,14010.85826,14968.59505,15163.29231,14691.18446,14084.35351,14432.36271,15004.68797,15461.07934
Iraq,IRQ,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7449.471655,2650.086869,3410.740508,4234.240603,4190.641249,4136.325678,4445.65263,5222.930074,6822.681016,7763.872534,8779.792562,8654.453691,7693.858039,4726.974048,7044.686825,6952.889331,7292.887057,7493.843917,7955.696098,7933.821176,8178.305252,8493.082467,9251.982403,9503.87504,9194.864078,9371.213487,10404.20387,9976.854942,9995.049513,10299.31629,8848.118457,8786.582352,9199.020694
Iceland,ISL,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33666.1805,35014.19909,36732.93193,39017.43768,40103.86599,41530.51732,42626.92307,42484.51611,43095.35686,46051.74389,48104.65181,49956.84865,52827.01012,52999.43754,48770.95034,47457.62292,48186.16729,48440.25508,50168.68853,50450.74161,52142.93281,54665.76392,55638.49206,56816.5666,56615.30335,51684.40226,53135.95271,55567.43625
Israel,ISR,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26891.42512,27749.96526,28091.14598,28585.99329,28795.37675,30476.39162,29865.86843,29236.9365,29114.04006,29972.48101,30666.15997,31810.79665,33136.21972,33611.06935,33107.03578,34350.44898,35596.75305,35849.88361,36740.79627,37454.80849,37632.81964,38570.87175,39448.13915,40270.42402,41151.00674,39680.66587,42379.15576,44393.3003
Italy,ITA,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36585.6799,37122.82193,37407.11132,37065.43412,37855.00774,38947.20131,39429.49556,40129.90188,40844.74561,41501.78837,43053.93306,43869.42794,43915.38534,43781.21998,44118.03664,44260.82742,44918.17035,45356.53672,44623.60202,42074.92125,42664.35527,42892.30556,41501.71123,40268.11279,39898.52646,40247.82904,40837.73763,41581.12079,42045.92147,42739.04991,39093.52509,42562.55482,44292.19118
Jamaica,JAM,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8692.502235,9038.113567,9128.911769,9889.121684,9924.544809,10055.79994,9951.085267,9752.657289,9445.077987,9471.598639,9496.543122,9575.8761,9719.602501,10027.36871,10110.53531,10151.97662,10396.59323,10500.33395,10376.10238,9885.023929,9700.027418,9823.773528,9715.208354,9718.624763,9745.554008,9800.50685,9906.04022,9984.577117,10160.76327,10244.36619,9206.291582,9605.191109,10107.86479
Jordan,JOR,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8127.626539,7839.8734,8500.025796,8426.271459,8426.701637,8587.846661,8480.817045,8530.064287,8586.142794,8686.438445,8866.477661,9140.067073,9463.036557,9636.589205,10204.41282,10751.77127,10862.4618,11028.31219,11540.4038,11856.28885,11866.88089,11885.23873,12001.99029,11542.29255,10605.34932,9912.71319,9633.1008,9629.102997,9584.507138,9534.660886,9231.035885,9380.045255,9490.666716
Japan,JPN,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32846.38961,33870.37404,34048.78455,33782.73545,34053.52423,34867.58039,35878.78947,36144.61755,35588.62512,35405.08013,36323.0953,36375.58642,36306.3302,36784.88103,37576.38989,38250.63801,38751.005,39280.8949,38781.19873,36577.8634,38069.95604,38149.61811,38735.89635,39569.63657,39739.54112,40402.58151,40727.96888,41444.21574,41763.82047,41654.32792,39989.57861,41034.65678,41641.16501
Kazakhstan,KAZ,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13475.6399,11917.71405,11294.73658,10292.19832,9126.25583,8552.451996,8726.538477,9016.003247,8998.901209,9330.564788,10275.76187,11682.84179,12827.23108,13973.07774,15208.44025,16536.01541,18112.7787,19500.47894,19770.21665,19614.73532,20751.25724,21970.08392,22702.57884,23720.81607,24355.75612,24290.41763,24210.86296,24862.96612,25544.34475,26351.80444,25361.50799,26110.53004,26093.29458
Kenya,KEN,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3655.362057,3590.744754,3455.491337,3367.167823,3357.710461,3408.542222,3455.100674,3379.896493,3398.472045,3380.77644,3303.326445,3325.911902,3244.176334,3241.674665,3306.789954,3399.403994,3513.348269,3644.334913,3545.593502,3555.988259,3735.792926,3824.197467,3899.167071,3950.881432,4055.113188,4163.924747,4244.857626,4312.908917,4464.813211,4601.211373,4497.362975,4745.637033,4881.531729
Kyrgyz Republic,KGZ,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5158.317569,4671.52285,3978.909914,3362.829,2688.351778,2517.28445,2656.01772,2877.098569,2893.417535,2954.954122,3078.909252,3212.133547,3182.232895,3370.430199,3563.875363,3517.720509,3588.089918,3857.653909,4142.211454,4210.626347,4141.077206,4334.660789,4259.318204,4631.403267,4722.086002,4805.141092,4912.382484,5046.691535,5133.151914,5258.366696,4790.658805,4910.086204,5070.150236
Cambodia,KHM,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1716.840958,1077.898492,1153.926483,1193.230871,1214.011729,1244.980945,1376.046717,1486.107114,1578.627701,1652.538132,1761.421102,1909.418456,2124.837457,2313.330332,2505.520349,2629.259058,2592.155461,2706.991816,2856.530786,3021.332219,3197.5321,3378.36459,3565.245067,3761.911338,3972.724164,4217.621791,4464.29445,4276.184539,4354.565206,4533.864023
Kiribati,KIR,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2045.272278,2005.547886,1989.66423,1976.718948,1981.464029,1951.868888,1952.576612,1950.3656,2042.000017,1976.402689,2063.591772,1994.952068,2028.62936,2027.593425,1954.716898,2010.963656,1971.432963,1973.783968,1895.922652,1874.541914,1819.232885,1819.688128,1883.206083,1932.268831,1883.263201,2038.521776,1997.857485,1970.825881,2039.42984,1963.534884,1897.061922,2007.987038,2002.718218
St. Kitts and Nevis,KNA,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14170.43318,13938.44133,14406.25746,15183.10372,15777.18399,16411.96954,17150.41775,18086.1656,17764.55909,18093.16113,19631.67836,20427.11901,20582.07858,19701.3877,20423.18417,22341.38902,22971.97328,23040.63577,25539.6452,24608.74085,24558.79724,24862.45711,24656.08367,26042.07654,28003.5535,28202.91288,29310.44334,29317.59347,29934.46953,31178.64902,26678.32934,26460.47588,28770.13897
"Korea, Rep.",KOR,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12656.39606,13882.42101,14590.533,15436.38786,16698.27616,18120.4939,19364.94137,20367.97364,19184.22375,21232.60976,22963.63854,23893.89701,25591.39905,26260.36841,27515.95177,28640.70624,29990.522,31569.9312,32275.12525,32363.96866,34394.49049,35388.97691,36049.19349,37021.13416,37967.47562,38828.741,39814.65893,40957.41806,41965.89054,42758.59037,42396.76194,44299.9101,45560.12504
Kuwait,KWT,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41446.96375,54426.32614,59468.75149,61826.11827,60443.91815,59894.1514,60105.80593,57210.53649,58117.18058,56580.98937,56701.05941,64811.18196,69723.61729,74294.34666,75551.11092,75498.23036,73162.90044,64468.79344,59780.02985,61356.9356,60588.15596,57051.7438,55583.56167,53808.12576,53476.12104,50007.29954,48943.00622,47314.79684,43922.63021,45579.68931,49400.35446
Latin America & Caribbean (excluding high income),LAC,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10657.97598,10790.58071,10864.48274,11166.08544,11552.88955,11389.16504,11638.25681,12068.6294,12231.5241,12106.15772,12360.51887,12204.75532,12085.75066,12210.47675,12682.15614,13007.07958,13516.52033,14053.94579,14401.83537,13884.5429,14646.77492,15128.37935,15328.80583,15579.49073,15641.11683,15550.79889,15349.79118,15488.00376,15571.82983,15519.20086,14369.21864,15262.45544,15739.73875
Lao PDR,LAO,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1939.086239,1966.43868,2019.391345,2082.097554,2194.526868,2291.874436,2394.068351,2505.624175,2557.183955,2696.163939,2804.818277,2918.387322,3043.482844,3181.054976,3336.899783,3522.2879,3765.648668,3988.169721,4234.00189,4482.899762,4793.223985,5103.54896,5434.834686,5789.2754,6145.497218,6499.072932,6850.580907,7211.259089,7546.334254,7840.071383,7763.948881,7846.975023,7947.658797
Lebanon,LBN,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5855.805213,8577.038102,9777.183219,10621.63787,11277.74737,11788.26866,12876.08858,12779.70146,13022.33712,12736.76919,12696.70094,12978.27879,13249.07993,13500.12408,14181.52281,14348.35785,14333.53686,15375.72273,16502.51936,17957.69512,19216.49054,19193.92071,19179.51753,18158.56287,16843.41243,16591.79752,17227.50348,17808.07689,17937.56847,17185.04702,13791.2703,12986.91283,
Liberia,LBR,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1725.144894,1724.05975,1742.789142,1207.726032,1224.57175,1232.456857,1258.729846,1311.445268,1349.028232,1376.453102,1418.675819,1475.839269,1538.407221,1635.95825,1613.86548,1581.055113,1525.458013,1533.411238,1521.733471,1455.637649,1383.828099,1423.229589,1460.92339
Libya,LBY,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26668.44434,27130.46834,26040.31297,25173.15483,27744.88085,28244.26186,30782.93147,32040.95347,33345.94914,32590.65917,30510.86058,31394.16175,16356.36266,32214.90633,25907.75689,19569.90049,19108.94383,18554.4806,24212.91093,25734.16863,22535.44562,15621.00003,20273.88125,19796.5875
St. Lucia,LCA,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11419.1041,11305.72624,12025.49862,11918.58632,11950.99336,12017.29117,12238.29028,12037.24382,12679.68838,12903.06478,12808.66996,12287.86067,12247.13843,12671.69107,13493.94349,13345.37676,14079.87258,14228.47596,14838.96998,14324.69854,14267.1267,14779.83489,14680.27323,14315.31444,14436.87982,14384.19939,14810.64641,15247.46303,15622.77438,15460.79789,11651.17154,13045.96536,15100.28601
Latin America & Caribbean,LCN,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10781.9634,10932.37449,11049.11513,11359.99394,11750.32777,11628.5223,11895.3744,12347.44681,12533.10892,12418.67896,12681.17911,12550.11492,12441.59916,12581.06982,13085.0893,13423.28137,13944.711,14491.38925,14847.10229,14334.20978,15093.97061,15598.56449,15843.23501,16110.10333,16183.37565,16111.03243,15929.45826,16075.07413,16197.65683,16178.05304,14976.21448,15956.9263,16484.41921
Least developed countries: UN classification,LDC,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611.715762,1600.95787,1570.506664,1531.308675,1501.077976,1548.411962,1595.942833,1645.40251,1667.663664,1697.314339,1730.260286,1780.87814,1821.382072,1869.924551,1944.244078,2041.266959,2138.298083,2249.484201,2344.834511,2389.849347,2478.45273,2535.414751,2581.726791,2664.151011,2759.567915,2831.876255,2898.122907,2974.997274,3048.711707,3135.515998,3061.522885,3071.051185,3152.099625
Low income,LIC,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1346.659024,1318.258076,1257.140689,1227.464423,1191.56012,1214.334425,1245.484546,1301.243797,1302.770288,1308.569554,1313.051539,1351.830173,1365.800006,1393.524717,1441.119777,1497.072967,1551.761636,1611.73895,1661.362379,1672.92923,1741.825785,1752.296963,1715.139491,1762.05616,1826.484537,1866.648826,1903.506498,1933.162716,1950.511089,1979.086797,1937.637646,1921.885187,1949.12394
Liechtenstein,LIE,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4040.028417,4174.308866,4306.580553,4551.786231,4757.0104,4972.866536,5121.002889,5411.626746,5631.797841,5839.509669,6154.951053,6013.742013,6189.86656,6492.175508,6779.909752,7135.934493,7607.029303,8039.927185,8431.391919,8645.87947,9254.851513,9965.021949,10744.14725,11118.84048,11768.02039,12207.09071,12770.84283,13544.51899,13753.05489,13639.02188,12939.44057,13250.62985,12200.13739
Lower middle income,LMC,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3150.433386,3118.311117,3111.345603,3049.975734,3012.130905,3062.970076,3160.977062,3200.960459,3269.691428,3370.989468,3456.762257,3541.335845,3642.757596,3814.451107,4009.427167,4188.707228,4399.188674,4632.430352,4736.260706,4864.476869,5101.004673,5249.036536,5382.883073,5555.395646,5766.327244,5967.38949,6238.950608,6475.185461,6704.649017,6852.387842,6541.060395,6865.137783,7137.511378
Low & middle income,LMY,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4380.11389,4337.592994,4286.340569,4308.626361,4319.435652,4394.150511,4539.477224,4678.100392,4700.206116,4806.571152,5005.707359,5113.312076,5269.413942,5503.527822,5831.111132,6149.13255,6539.622189,6986.742971,7263.264088,7345.599194,7788.350246,8130.467654,8437.07142,8746.759118,9035.758163,9299.642261,9602.761126,9960.982477,10309.1209,10573.4517,10268.61613,10866.7028,11169.79135
Lesotho,LSO,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1265.516342,1331.103628,1401.48628,1429.923854,1495.472584,1525.969278,1594.054609,1638.442367,1652.693855,1653.396736,1713.705037,1773.991801,1788.567064,1874.347973,1913.409501,1987.699903,2072.456444,2151.97169,2257.688413,2213.676021,2314.686765,2403.799717,2534.85949,2556.383629,2573.675672,2624.915133,2687.486438,2571.074027,2501.429955,2435.28632,2225.252934,2239.305254,2240.339251
Late-demographic dividend,LTE,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5306.275107,5238.569178,5104.681945,5190.790225,5279.433487,5475.817325,5661.7168,5878.228196,5930.466249,6142.22395,6520.505155,6796.362894,7140.564077,7572.160134,8122.917153,8670.707498,9390.057185,10245.22841,10856.81045,11077.68906,11844.86124,12572.40638,13183.70232,13774.09157,14339.93663,14843.96622,15364.15269,16041.61981,16789.01689,17454.48492,17345.73025,18542.63478,19084.49201
Lithuania,LTU,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10640.36003,11274.64011,12302.1012,13317.90773,13259.61695,13846.68329,14872.37909,16004.4389,17839.78274,19226.46927,21053.1846,22977.99665,25835.36802,26784.88003,23065.06196,23942.76036,25968.58342,27330.89595,28589.02666,29855.83149,30748.19631,31925.80342,33761.87124,35446.70808,37198.87431,37179.76559,39432.40241,39955.24616
Luxembourg,LUX,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70860.81912,75961.66872,76323.30475,78468.92176,80365.22451,80379.12763,80401.03202,83702.81353,88185.80011,94115.38403,99301.527,101143.148,103317.3311,104743.0001,107634.8372,108632.36,113346.0358,120647.823,118154.6672,112230.0814,114343.9881,112998.3905,112137.1355,113050.6633,113313.5789,113182.7286,116283.6997,114985.8422,114164.4686,115209.6053,112274.8179,118510.0023,117746.9896
Latvia,LVA,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9599.146005,9959.121033,10947.78118,11751.71414,12174.30376,12989.89842,13990.84384,15157.6208,16593.91768,18165.74941,20331.70003,22975.56276,25466.78292,24899.64638,21704.32379,21173.4018,22117.40668,23970.45251,24715.06571,25423.48911,26628.35468,27509.33633,28673.5634,30051.0167,30438.45325,29575.5679,31833.84118,32992.38236
"Macao SAR, China",MAC,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47879.96236,47966.26486,52888.7655,54412.5291,55549.66959,56242.95717,54946.76066,53808.15495,50480.92958,48509.50188,50539.6265,51143.74044,54394.97364,59037.42448,72716.1541,76483.11934,84435.69499,94133.25857,94803.8183,93539.65874,114041.1118,135363.8778,144889.7514,157600.6474,151614.756,116854.2694,113940.4797,122838.3828,128220.3344,122549.7421,54916.15564,66820.90967,51840.13934
St. Martin (French part),MAF,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4119.87207,4342.933105,4182.366699,4085.701416,4449.824219,4145.631836,4588.147949,4449.460449,4702.234863,4715.121582,4771.347168,5071.321777,5192.012207,5443.774902,5620.288574,5721.88916,6085.481445,6212.342285,6479.977051,6635.102051,6775.945801,7052.727051,7168.674316,7362.202637,7462.152832,7687.690918,7632.185547,7921.619141,8072.086426,8217.598633,7546.716309,8065.98584,8083.365234
Monaco,MCO,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5617.908107,5298.338013,5405.559809,5053.958968,4891.402761,5004.667379,5321.839811,5750.24431,6147.046318,6618.28424,7131.987934,7495.125082,7737.888199,8357.336478,7865.821653,8432.709423,8928.500886,8877.010144,9682.427983,10172.71378,10216.37088,10816.08981,11464.01815,12142.73012,12776.92183,11848.89953,13703.93926,13308.41733
Madagascar,MDG,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1808.743539,1644.510048,1614.09342,1597.769443,1547.646046,1524.493596,1508.570196,1515.446552,1526.065918,1549.030804,1569.621338,1614.385733,1372.808526,1463.567922,1496.070071,1522.069667,1557.967062,1599.436225,1657.823589,1546.370681,1511.98673,1493.442482,1497.009522,1491.07411,1500.910595,1508.37444,1528.561709,1548.156425,1557.322546,1585.471651,1436.206951,1482.376159,1502.482182
Maldives,MDV,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10709.80321,11304.82563,12017.39484,12693.66607,13268.47326,13564.34686,12810.97982,13508.93015,15110.9162,15730.0246,13742.51609,16587.6559,17183.10702,18072.58909,16020.29302,16521.8623,17321.91052,17132.02858,17721.85145,18370.40998,18273.73144,18674.30264,19221.967,20149.60267,20988.09175,13809.3534,18757.77954,21271.31768
Middle East & North Africa,MEA,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10816.2907,11013.418,11191.54925,11116.12476,11096.6676,11132.06038,11444.25046,11579.55308,11855.51904,11848.94786,12358.62236,12307.97241,12292.15037,12722.01651,13413.68589,13779.07813,14219.87977,14619.92744,14916.2417,14674.79946,15056.5602,15286.81467,15623.14439,15611.71046,15741.55104,15918.0071,16354.34975,16391.51003,16445.59079,16331.91957,15582.66964,16066.92052,16772.77437
Mexico,MEX,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16370.86876,16688.64796,16950.37201,17103.24511,17517.96816,16179.37736,16882.04565,17787.29466,18571.71824,18772.85679,19407.03349,19023.92683,18692.53523,18634.89646,19017.75381,19144.01463,19792.75878,19939.83506,19874.41523,18394.36726,19054.35766,19431.20112,19842.56411,19749.78572,19994.50136,20296.56722,20423.55934,20582.25237,20789.36104,20553.95445,18639.66135,19617.75962,20254.78114
Marshall Islands,MHL,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3417.719816,3347.585914,3514.772659,3655.157928,3800.425131,4042.644757,3567.313564,3285.108545,3208.794334,3129.085047,3148.645,3351.891034,3472.004339,3416.089112,3467.255719,3535.500539,3551.697003,3684.588018,3416.891637,3557.999234,3764.227074,3787.720265,3793.138802,3995.217161,4022.045215,4190.388348,4375.980893,4649.23115,5040.305975,5719.190181,5724.729721,5976.030134,6004.342769
Middle income,MIC,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4607.044216,4564.837731,4516.509186,4545.759022,4562.634479,4644.759421,4802.700724,4951.984916,4979.279034,5097.459652,5315.786507,5433.711425,5607.175138,5865.080609,6223.13103,6571.241415,6999.944424,7491.250811,7798.062114,7896.44846,8384.963551,8769.056098,9118.469608,9463.997888,9785.805761,10083.45747,10426.73212,10833.21692,11231.76038,11539.14063,11222.78139,11907.97711,12264.59324
